,YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,DISTANCE,ARRIVAL_DELAY,CANCELLED
19005,2015,5,8,5,EV,BOS,CLE,-8.0,563,-14.0,0
19006,2015,5,8,5,US,MSP,PHL,-3.0,980,-18.0,0
19007,2015,5,8,5,WN,DAL,MDW,151.0,793,128.0,0
19008,2015,5,8,5,WN,PHX,SAT,44.0,843,44.0,0
19009,2015,5,8,5,EV,ATL,MOB,-5.0,302,-5.0,0
19010,2015,5,8,5,DL,ATL,BUF,80.0,712,72.0,0
19011,2015,5,8,5,WN,STL,HOU,-1.0,687,-14.0,0
19012,2015,5,8,5,VX,BOS,SFO,-6.0,2704,-1.0,0
19013,2015,5,8,5,AA,DFW,ATL,4.0,731,6.0,0
19014,2015,5,8,5,OO,SLC,DEN,-2.0,391,-9.0,0
19015,2015,5,8,5,UA,MSP,DEN,10.0,680,9.0,0
19016,2015,5,8,5,AA,DFW,PDX,46.0,1616,35.0,0
19017,2015,5,8,5,DL,GRR,ATL,-2.0,640,-25.0,0
19018,2015,5,8,5,UA,IAH,DCA,4.0,1208,-3.0,0
19019,2015,5,8,5,B6,CHS,JFK,125.0,636,171.0,0
19020,2015,5,8,5,US,PHL,PDX,-7.0,2406,-35.0,0
19021,2015,5,8,5,WN,SJU,MCO,-1.0,1189,-28.0,0
19022,2015,5,8,5,US,CLT,SLC,-3.0,1727,-14.0,0
19023,2015,5,8,5,WN,MCI,STL,-1.0,237,-6.0,0
19024,2015,5,8,5,EV,CLT,EWR,0.0,529,9.0,0
19025,2015,5,8,5,US,CLT,PBI,-4.0,590,-14.0,0
19026,2015,5,8,5,WN,MDW,DAL,49.0,793,37.0,0
19027,2015,5,8,5,WN,MDW,RSW,25.0,1105,18.0,0
19028,2015,5,8,5,B6,MCO,LGA,-2.0,950,-19.0,0
19029,2015,5,8,5,WN,PIT,BWI,83.0,210,78.0,0
19030,2015,5,8,5,F9,MCO,ORD,69.0,1005,91.0,0
19031,2015,5,8,5,MQ,IND,ORD,79.0,177,73.0,0
19032,2015,5,8,5,AA,DFW,RSW,-3.0,1017,11.0,0
19033,2015,5,8,5,WN,PHX,LAX,65.0,370,75.0,0
19034,2015,5,8,5,VX,JFK,SFO,130.0,2586,118.0,0
19035,2015,5,8,5,WN,LGA,MKE,59.0,738,43.0,0
19036,2015,5,8,5,DL,LAX,MSP,19.0,1535,1.0,0
19037,2015,5,8,5,WN,DAL,FLL,61.0,1108,87.0,0
19038,2015,5,8,5,AA,TPA,DFW,24.0,929,35.0,0
19039,2015,5,8,5,DL,ATL,SFO,25.0,2139,-11.0,0
19040,2015,5,8,5,WN,LAX,RNO,15.0,391,5.0,0
19041,2015,5,8,5,DL,LGA,FLL,16.0,1076,-2.0,0
19042,2015,5,8,5,DL,JFK,FLL,44.0,1069,23.0,0
19043,2015,5,8,5,DL,ATL,ABQ,-2.0,1269,-9.0,0
19044,2015,5,8,5,DL,MSP,MDW,-1.0,349,-9.0,0
19045,2015,5,8,5,AS,SEA,BUR,-2.0,937,-10.0,0
19046,2015,5,8,5,AS,SMF,SEA,43.0,605,42.0,0
19047,2015,5,8,5,WN,MSY,DEN,20.0,1062,18.0,0
19048,2015,5,8,5,DL,JAX,ATL,-4.0,270,-20.0,0
19049,2015,5,8,5,WN,MDW,ICT,22.0,589,16.0,0
19050,2015,5,8,5,OO,PHX,MRY,4.0,598,27.0,0
19051,2015,5,8,5,UA,DEN,MSY,2.0,1062,11.0,0
19052,2015,5,8,5,WN,PDX,SJC,48.0,569,41.0,0
19053,2015,5,8,5,US,PHX,SLC,-4.0,507,-12.0,0
19054,2015,5,8,5,NK,FLL,DFW,-4.0,1119,19.0,0
19055,2015,5,8,5,AA,DFW,TPA,14.0,929,21.0,0
19056,2015,5,8,5,WN,LGA,CAK,63.0,397,40.0,0
19057,2015,5,8,5,UA,LAX,SFO,6.0,337,2.0,0
19058,2015,5,8,5,WN,BWI,MCO,77.0,787,58.0,0
19059,2015,5,8,5,WN,IND,DEN,1.0,977,1.0,0
19060,2015,5,8,5,AA,DFW,TUS,26.0,813,33.0,0
19061,2015,5,8,5,AS,SEA,FAI,-3.0,1533,-8.0,0
19062,2015,5,8,5,MQ,ORD,TOL,91.0,213,85.0,0
19063,2015,5,8,5,OO,DEN,RAP,42.0,300,31.0,0
19064,2015,5,8,5,WN,HOU,SAT,12.0,192,4.0,0
19065,2015,5,8,5,WN,SJC,LAX,20.0,308,10.0,0
19066,2015,5,8,5,WN,LAS,RNO,2.0,345,4.0,0
19067,2015,5,8,5,DL,SFO,ATL,-3.0,2139,-4.0,0
19068,2015,5,8,5,DL,ATL,TPA,-4.0,406,-7.0,0
19069,2015,5,8,5,B6,LAX,JFK,2.0,2475,26.0,0
19070,2015,5,9,6,AA,MSP,DFW,-7.0,852,-12.0,0
19071,2015,5,9,6,EV,DSM,EWR,10.0,1017,2.0,0
19072,2015,5,9,6,UA,JFK,LAX,-5.0,2475,-30.0,0
19073,2015,5,9,6,US,MEM,CLT,0.0,511,-5.0,0
19074,2015,5,9,6,F9,TTN,MCO,-8.0,896,-7.0,0
19075,2015,5,9,6,OO,PSP,SFO,-6.0,421,-11.0,0
19076,2015,5,9,6,WN,MKE,LAS,-4.0,1524,-10.0,0
19077,2015,5,9,6,WN,ATL,DEN,-4.0,1199,14.0,0
19078,2015,5,9,6,WN,MDW,TPA,0.0,997,-10.0,0
19079,2015,5,9,6,OO,FWA,ATL,0.0,508,-3.0,0
19080,2015,5,9,6,DL,BUF,DTW,-2.0,241,-25.0,0
19081,2015,5,9,6,US,DTW,CLT,-3.0,500,-13.0,0
19082,2015,5,9,6,WN,CMH,TPA,0.0,829,-20.0,0
19083,2015,5,9,6,WN,JAX,ATL,-4.0,270,-10.0,0
19084,2015,5,9,6,UA,PHX,ORD,148.0,1440,141.0,0
19085,2015,5,9,6,AA,MIA,JFK,0.0,1089,-8.0,0
19086,2015,5,9,6,DL,MCI,SLC,323.0,920,314.0,0
19087,2015,5,9,6,VX,SAN,SFO,6.0,447,6.0,0
19088,2015,5,9,6,WN,GEG,BOI,79.0,287,76.0,0
19089,2015,5,9,6,EV,IAH,CLE,-5.0,1091,4.0,0
19090,2015,5,9,6,EV,MCI,IAH,-4.0,643,-8.0,0
19091,2015,5,9,6,UA,LGA,IAH,-3.0,1416,-24.0,0
19092,2015,5,9,6,UA,CLE,LAX,-1.0,2052,-8.0,0
19093,2015,5,9,6,EV,LBB,IAH,-5.0,458,-5.0,0
19094,2015,5,9,6,UA,DEN,SAN,9.0,853,7.0,0
19095,2015,5,9,6,UA,DEN,EWR,8.0,1605,-8.0,0
19096,2015,5,9,6,AS,SEA,MCO,-1.0,2554,6.0,0
19097,2015,5,9,6,B6,MCO,JFK,-8.0,944,2.0,0
19098,2015,5,9,6,DL,MIA,LAX,-2.0,2342,1.0,0
19099,2015,5,9,6,WN,SAT,SAN,-5.0,1129,-3.0,0
19100,2015,5,9,6,OO,SLC,PHX,-7.0,507,6.0,0
19101,2015,5,9,6,UA,EWR,MCO,8.0,937,-13.0,0
19102,2015,5,9,6,WN,LAS,RNO,6.0,345,-7.0,0
19103,2015,5,9,6,WN,MDW,ICT,11.0,589,9.0,0
19104,2015,5,9,6,UA,SFO,ORD,3.0,1846,7.0,0
19105,2015,5,9,6,AA,DFW,IAH,-6.0,224,-16.0,0
19106,2015,5,9,6,WN,OAK,GEG,-3.0,723,0.0,0
19107,2015,5,9,6,AA,DFW,ORD,-4.0,802,-2.0,0
19108,2015,5,9,6,AA,SAN,ORD,-5.0,1723,-10.0,0
19109,2015,5,9,6,WN,DAL,CHS,1.0,977,-2.0,0
19110,2015,5,9,6,OO,DEN,MEM,-2.0,872,24.0,0
19111,2015,5,9,6,B6,BDL,MCO,-5.0,1050,-34.0,0
19112,2015,5,9,6,EV,BTR,DFW,136.0,383,136.0,0
19113,2015,5,9,6,WN,BUF,BWI,2.0,281,-4.0,0
19114,2015,5,9,6,DL,LGA,ATL,-3.0,762,-7.0,0
19115,2015,5,9,6,EV,CVG,IAH,53.0,871,53.0,0
19116,2015,5,9,6,EV,EWR,DTW,-6.0,488,-27.0,0
19117,2015,5,9,6,UA,ORD,SFO,55.0,1846,24.0,0
19118,2015,5,9,6,AA,DFW,JFK,77.0,1391,68.0,0
19119,2015,5,9,6,F9,DEN,MSY,26.0,1062,39.0,0
19120,2015,5,9,6,AA,AUS,DFW,163.0,190,160.0,0
19121,2015,5,9,6,OO,PHX,TUS,-7.0,110,-11.0,0
19122,2015,5,9,6,DL,RSW,ATL,-5.0,515,-23.0,0
19123,2015,5,9,6,WN,SAN,HOU,3.0,1313,-15.0,0
19124,2015,5,9,6,B6,BOS,DCA,-3.0,399,-11.0,0
19125,2015,5,9,6,WN,ATL,STL,50.0,484,55.0,0
19126,2015,5,9,6,B6,BOS,BUF,-1.0,395,-9.0,0
19127,2015,5,9,6,WN,MCI,DEN,7.0,533,8.0,0
19128,2015,5,9,6,OO,SEA,LAS,-3.0,867,-5.0,0
19129,2015,5,9,6,AA,ORD,DCA,-6.0,612,6.0,0
19130,2015,5,9,6,OO,SFO,EUG,-6.0,451,-14.0,0
19131,2015,5,9,6,WN,MDW,BDL,40.0,777,26.0,0
19132,2015,5,9,6,EV,ATL,HOU,2.0,696,6.0,0
19133,2015,5,9,6,UA,TPA,IAD,-3.0,811,-7.0,0
19134,2015,5,9,6,B6,CHS,DCA,-6.0,444,-7.0,0
19135,2015,5,9,6,DL,ATL,MIA,-1.0,594,-26.0,0
19136,2015,5,9,6,AA,DFW,ORD,10.0,802,2.0,0
19137,2015,5,9,6,AA,MIA,BWI,-5.0,946,-3.0,0
19138,2015,5,9,6,MQ,SGF,DFW,139.0,364,190.0,0
19139,2015,5,9,6,OO,SMX,SFO,-18.0,216,-29.0,0
19140,2015,5,9,6,WN,OAK,BUR,-2.0,325,-5.0,0
19141,2015,5,9,6,DL,ATL,DCA,-1.0,547,-8.0,0
19142,2015,5,9,6,AS,LIH,SJC,-11.0,2466,-23.0,0
19143,2015,5,9,6,WN,STL,CMH,15.0,409,12.0,0
19144,2015,5,9,6,NK,LBE,MYR,-7.0,456,-5.0,0
19145,2015,5,9,6,EV,MOB,IAH,9.0,427,18.0,0
19146,2015,5,9,6,WN,LAX,LAS,60.0,236,55.0,0
19147,2015,5,9,6,WN,MCI,OAK,7.0,1489,-26.0,0
19148,2015,5,9,6,F9,DEN,MEM,-6.0,872,16.0,0
19149,2015,5,9,6,MQ,TYR,DFW,30.0,102,87.0,0
19150,2015,5,9,6,WN,FNT,BWI,1.0,452,-5.0,0
19151,2015,5,9,6,AA,DSM,DFW,121.0,624,140.0,0
19152,2015,5,9,6,WN,BNA,MDW,22.0,395,23.0,0
19153,2015,5,9,6,WN,BOS,MDW,-1.0,861,-24.0,0
19154,2015,5,9,6,OO,SFO,ONT,-12.0,363,-24.0,0
19155,2015,5,9,6,EV,ORD,ICT,13.0,588,13.0,0
19156,2015,5,9,6,OO,GEG,SEA,-7.0,224,-17.0,0
19157,2015,5,9,6,WN,HOU,DAL,13.0,239,7.0,0
19158,2015,5,9,6,OO,SFO,ACV,37.0,250,29.0,0
19159,2015,5,9,6,WN,ATL,JAX,-4.0,270,-14.0,0
19160,2015,5,9,6,AS,PDX,PSP,-11.0,873,-16.0,0
19161,2015,5,9,6,AS,DTW,SEA,91.0,1927,73.0,0
19162,2015,5,9,6,OO,DEN,MAF,84.0,563,104.0,0
19163,2015,5,9,6,F9,MSP,IAD,-13.0,908,-20.0,0
19164,2015,5,9,6,AA,AUS,LAX,4.0,1242,3.0,0
19165,2015,5,9,6,DL,LAX,LIH,254.0,2615,260.0,0
19166,2015,5,9,6,WN,ATL,MCO,65.0,404,53.0,0
19167,2015,5,9,6,EV,LGA,BUF,-3.0,292,-19.0,0
19168,2015,5,9,6,OO,ACV,SFO,19.0,250,16.0,0
19169,2015,5,9,6,DL,SEA,HNL,-4.0,2677,-4.0,0
19170,2015,5,9,6,VX,LAX,LAS,45.0,236,41.0,0
19171,2015,5,9,6,WN,TPA,BUF,12.0,1053,17.0,0
19172,2015,5,9,6,AA,SFO,LAX,-5.0,337,-7.0,0
19173,2015,5,9,6,WN,LAX,SJC,56.0,308,55.0,0
19174,2015,5,9,6,MQ,DFW,MHK,47.0,431,44.0,0
19175,2015,5,9,6,DL,ATL,MEM,-2.0,332,-11.0,0
19176,2015,5,9,6,WN,PVD,BWI,4.0,327,-6.0,0
19177,2015,5,9,6,EV,ATL,BTV,-3.0,961,-3.0,0
19178,2015,5,9,6,AA,DFW,LAX,13.0,1235,39.0,0
19179,2015,5,9,6,B6,LGA,FLL,-5.0,1076,-13.0,0
19180,2015,5,9,6,DL,MSP,LGA,-5.0,1020,-23.0,0
19181,2015,5,9,6,EV,DTW,SAT,-7.0,1214,-2.0,0
19182,2015,5,9,6,DL,DTW,MCO,-4.0,957,-15.0,0
19183,2015,5,9,6,OO,SLC,LGB,0.0,588,-4.0,0
19184,2015,5,9,6,MQ,ORD,CWA,-5.0,212,-21.0,0
19185,2015,5,9,6,AA,JFK,LAX,-2.0,2475,-41.0,0
19186,2015,5,9,6,AA,DFW,SEA,103.0,1660,72.0,0
19187,2015,5,9,6,AA,SAN,MIA,-3.0,2267,-15.0,0
19188,2015,5,9,6,US,ANC,PHX,59.0,2552,65.0,0
19189,2015,5,10,7,AS,ANC,PDX,-13.0,1542,-11.0,0
19190,2015,5,10,7,US,PDX,PHX,-4.0,1009,-4.0,0
19191,2015,5,10,7,US,BWI,CLT,-6.0,361,-13.0,0
19192,2015,5,10,7,DL,BNA,ATL,5.0,214,-4.0,0
19193,2015,5,10,7,WN,FNT,BWI,-6.0,452,-23.0,0
19194,2015,5,10,7,WN,LAS,BWI,33.0,2106,26.0,0
19195,2015,5,10,7,AA,MSY,MIA,-4.0,675,-3.0,0
19196,2015,5,10,7,AS,SMF,SEA,-11.0,605,-15.0,0
19197,2015,5,10,7,MQ,CVG,MIA,110.0,948,108.0,0
19198,2015,5,10,7,US,FLL,CLT,-4.0,632,-1.0,0
19199,2015,5,10,7,OO,AUS,LAX,-1.0,1242,-19.0,0
19200,2015,5,10,7,WN,MDW,CMH,-10.0,283,-15.0,0
19201,2015,5,10,7,OO,HLN,SLC,-5.0,402,-24.0,0
19202,2015,5,10,7,AA,JFK,BOS,-8.0,187,-19.0,0
19203,2015,5,10,7,WN,IND,ATL,-6.0,432,-14.0,0
19204,2015,5,10,7,WN,OAK,LAX,91.0,337,93.0,0
19205,2015,5,10,7,AA,SAN,JFK,-5.0,2446,-23.0,0
19206,2015,5,10,7,B6,HPN,MCO,-2.0,972,-13.0,0
19207,2015,5,10,7,UA,LAX,JFK,-5.0,2475,-20.0,0
19208,2015,5,10,7,AA,IAH,MIA,-7.0,964,-3.0,0
19209,2015,5,10,7,WN,BUR,LAS,-5.0,223,-10.0,0
19210,2015,5,10,7,WN,MDW,DCA,-6.0,601,-16.0,0
19211,2015,5,10,7,MQ,STL,LGA,-9.0,888,-13.0,0
19212,2015,5,10,7,UA,LAX,DEN,8.0,862,14.0,0
19213,2015,5,10,7,EV,EWR,RDU,-1.0,416,4.0,0
19214,2015,5,10,7,WN,MDW,OAK,3.0,1844,-15.0,0
19215,2015,5,10,7,DL,ATL,GRR,0.0,640,-12.0,0
19216,2015,5,10,7,OO,SFO,BFL,-9.0,238,-20.0,0
19217,2015,5,10,7,WN,AUS,HOU,5.0,148,27.0,0
19218,2015,5,10,7,WN,OAK,PDX,2.0,543,-14.0,0
19219,2015,5,10,7,EV,ORD,SAV,-6.0,773,-15.0,0
19220,2015,5,10,7,DL,MSP,SEA,-3.0,1399,-2.0,0
19221,2015,5,10,7,EV,IAH,BRO,-11.0,308,-16.0,0
19222,2015,5,10,7,MQ,DFW,MHK,116.0,431,118.0,0
19223,2015,5,10,7,OO,MSP,GFK,-6.0,284,-6.0,0
19224,2015,5,10,7,AS,DCA,LAX,-8.0,2311,-31.0,0
19225,2015,5,10,7,UA,ORD,AUS,2.0,978,9.0,0
19226,2015,5,10,7,VX,SFO,SAN,-8.0,447,-14.0,0
19227,2015,5,10,7,UA,ORD,LAX,-3.0,1744,-15.0,0
19228,2015,5,10,7,EV,GRK,DFW,,134,,1
19229,2015,5,10,7,EV,IAH,HSV,-10.0,595,0.0,0
19230,2015,5,10,7,VX,EWR,SFO,-3.0,2565,-15.0,0
19231,2015,5,10,7,WN,ATL,RIC,-1.0,481,-11.0,0
19232,2015,5,10,7,OO,LAX,SMF,-7.0,373,6.0,0
19233,2015,5,10,7,UA,ORD,MCO,-3.0,1005,-10.0,0
19234,2015,5,10,7,UA,SFO,SAN,-3.0,447,-17.0,0
19235,2015,5,10,7,AA,DFW,PHX,,868,,1
19236,2015,5,10,7,F9,FLL,CVG,-2.0,932,2.0,0
19237,2015,5,10,7,UA,HNL,LAX,17.0,2556,-5.0,0
19238,2015,5,10,7,OO,SLC,BZN,-4.0,347,-1.0,0
19239,2015,5,10,7,WN,SLC,LAS,-9.0,368,-15.0,0
19240,2015,5,10,7,WN,BWI,BOS,-2.0,369,-2.0,0
19241,2015,5,10,7,AA,RDU,ORD,111.0,646,108.0,0
19242,2015,5,10,7,AA,MCO,MIA,-2.0,192,-7.0,0
19243,2015,5,10,7,WN,DCA,ATL,-2.0,547,-16.0,0
19244,2015,5,10,7,EV,MLU,ATL,65.0,448,54.0,0
19245,2015,5,10,7,WN,DAL,LAS,67.0,1067,68.0,0
19246,2015,5,10,7,OO,LAX,OKC,,1187,,1
19247,2015,5,10,7,OO,ABQ,SLC,-5.0,493,-12.0,0
19248,2015,5,10,7,AA,MIA,ORD,2.0,1197,-4.0,0
19249,2015,5,10,7,DL,ALB,DTW,-5.0,489,-22.0,0
19250,2015,5,10,7,DL,DAL,ATL,11.0,721,-5.0,0
19251,2015,5,10,7,DL,MKE,DTW,-7.0,237,-7.0,0
19252,2015,5,10,7,UA,SFO,SAN,113.0,447,109.0,0
19253,2015,5,10,7,OO,GCC,DEN,10.0,313,11.0,0
19254,2015,5,10,7,EV,PNS,ORD,0.0,794,-11.0,0
19255,2015,5,10,7,AA,CLT,ORD,-5.0,599,-13.0,0
19256,2015,5,10,7,DL,BOS,LGA,-2.0,184,-9.0,0
19257,2015,5,10,7,WN,LAX,BWI,6.0,2329,3.0,0
19258,2015,5,10,7,WN,PVD,TPA,-1.0,1136,-16.0,0
19259,2015,5,10,7,WN,SMF,SNA,30.0,404,28.0,0
19260,2015,5,10,7,EV,MOB,ORD,45.0,779,42.0,0
19261,2015,5,10,7,EV,DTW,ELM,-4.0,332,-9.0,0
19262,2015,5,10,7,MQ,DFW,GJT,222.0,773,214.0,0
19263,2015,5,10,7,WN,ELP,DAL,37.0,562,75.0,0
19264,2015,5,10,7,EV,ATL,RST,0.0,831,-20.0,0
19265,2015,5,10,7,EV,HSV,ATL,73.0,151,54.0,0
19266,2015,5,10,7,WN,CAK,LGA,13.0,397,34.0,0
19267,2015,5,10,7,EV,EWR,MSP,-5.0,1008,-20.0,0
19268,2015,5,10,7,US,CLT,RIC,-1.0,257,2.0,0
19269,2015,5,10,7,EV,MSN,ORD,-4.0,108,-1.0,0
19270,2015,5,10,7,AA,TPA,DFW,,929,,1
19271,2015,5,10,7,B6,ORH,FLL,-11.0,1211,26.0,0
19272,2015,5,10,7,DL,ORD,SLC,5.0,1250,10.0,0
19273,2015,5,10,7,MQ,XNA,DFW,,280,,1
19274,2015,5,10,7,MQ,DFW,XNA,,280,,1
19275,2015,5,10,7,OO,MIA,IAH,4.0,964,19.0,0
19276,2015,5,10,7,WN,DEN,BWI,-3.0,1491,-9.0,0
19277,2015,5,10,7,DL,MIA,JFK,19.0,1089,12.0,0
19278,2015,5,10,7,WN,ATL,MSY,3.0,425,-16.0,0
19279,2015,5,10,7,DL,ORD,ATL,13.0,606,-7.0,0
19280,2015,5,10,7,OO,GFK,MSP,-7.0,284,11.0,0
19281,2015,5,10,7,EV,EWR,JAX,22.0,820,16.0,0
19282,2015,5,10,7,WN,FLL,BNA,8.0,793,-9.0,0
19283,2015,5,10,7,DL,BOS,ATL,10.0,946,-9.0,0
19284,2015,5,10,7,WN,SNA,LAS,-3.0,226,-6.0,0
19285,2015,5,10,7,DL,ATL,GSO,-1.0,306,-4.0,0
19286,2015,5,10,7,OO,ORD,SLC,-1.0,1250,-14.0,0
19287,2015,5,10,7,DL,ATL,BNA,-6.0,214,-14.0,0
19288,2015,5,10,7,VX,JFK,SFO,-1.0,2586,-19.0,0
19289,2015,5,10,7,DL,MKE,DTW,18.0,237,33.0,0
19290,2015,5,10,7,B6,SJU,FLL,-5.0,1046,-16.0,0
19291,2015,5,10,7,WN,MDW,PHL,2.0,668,0.0,0
19292,2015,5,10,7,OO,GCC,SLC,-8.0,410,-24.0,0
19293,2015,5,10,7,AA,DFW,LAX,35.0,1235,29.0,0
19294,2015,5,10,7,WN,PVD,MDW,4.0,842,-17.0,0
19295,2015,5,10,7,EV,RDU,IAH,-5.0,1042,-19.0,0
19296,2015,5,10,7,EV,IAH,LFT,-1.0,201,-7.0,0
19297,2015,5,10,7,DL,JFK,SLC,-7.0,1990,25.0,0
19298,2015,5,10,7,B6,BOS,PIT,-6.0,496,-13.0,0
19299,2015,5,10,7,US,JAX,CLT,39.0,328,33.0,0
19300,2015,5,10,7,WN,SEA,OAK,16.0,672,24.0,0
19301,2015,5,10,7,MQ,ORD,DAY,-2.0,240,-20.0,0
19302,2015,5,10,7,WN,STL,DAL,70.0,546,73.0,0
19303,2015,5,10,7,MQ,DFW,ABI,121.0,158,113.0,0
19304,2015,5,10,7,AA,DFW,SEA,,1660,,1
19305,2015,5,10,7,AA,ATL,LAX,-1.0,1947,1.0,0
19306,2015,5,10,7,UA,DEN,JAC,10.0,406,12.0,0
19307,2015,5,10,7,MQ,IND,ORD,16.0,177,26.0,0
19308,2015,5,10,7,WN,LAS,MSY,-5.0,1500,-8.0,0
19309,2015,5,10,7,OO,DEN,ABQ,9.0,349,1.0,0
19310,2015,5,10,7,WN,BNA,FLL,-4.0,793,-13.0,0
19311,2015,5,10,7,EV,IAH,SHV,-4.0,192,-16.0,0
19312,2015,5,10,7,UA,SFO,LAX,4.0,337,5.0,0
19313,2015,5,10,7,WN,SJC,SNA,0.0,342,-7.0,0
19314,2015,5,10,7,EV,BOS,RIC,29.0,474,24.0,0
19315,2015,5,10,7,DL,MSP,SFO,9.0,1589,-8.0,0
19316,2015,5,10,7,B6,CLT,JFK,67.0,541,54.0,0
19317,2015,5,10,7,MQ,ORD,CMI,44.0,135,40.0,0
19318,2015,5,10,7,WN,AUS,SJC,19.0,1476,15.0,0
19319,2015,5,10,7,OO,SLC,GTF,-9.0,463,-22.0,0
19320,2015,5,10,7,WN,LAS,MCI,0.0,1139,-9.0,0
19321,2015,5,10,7,WN,DEN,STL,59.0,770,49.0,0
19322,2015,5,10,7,US,CLT,IAH,-3.0,912,-17.0,0
19323,2015,5,10,7,OO,SBA,SFO,-5.0,262,-8.0,0
19324,2015,5,10,7,WN,DAL,LBB,80.0,293,75.0,0
19325,2015,5,10,7,WN,BWI,BNA,0.0,587,-12.0,0
19326,2015,5,10,7,US,PHL,SAN,0.0,2370,-1.0,0
19327,2015,5,10,7,UA,TPA,EWR,-2.0,997,-3.0,0
19328,2015,5,10,7,UA,ORD,IAH,21.0,925,60.0,0
19329,2015,5,10,7,UA,ORD,EWR,96.0,719,76.0,0
19330,2015,5,10,7,NK,MCI,LAS,171.0,1139,161.0,0
19331,2015,5,10,7,WN,BWI,LIT,56.0,912,34.0,0
19332,2015,5,10,7,US,PHX,DFW,0.0,868,-7.0,0
19333,2015,5,10,7,AA,LAX,MIA,-1.0,2342,-17.0,0
19334,2015,5,10,7,B6,BOS,SJU,-5.0,1674,-5.0,0
19335,2015,5,10,7,DL,LAS,DTW,-7.0,1749,-29.0,0
19336,2015,5,11,1,MQ,COU,ORD,48.0,315,81.0,0
19337,2015,5,11,1,DL,ATW,ATL,-4.0,765,-5.0,0
19338,2015,5,11,1,HA,HNL,KOA,-6.0,163,-1.0,0
19339,2015,5,11,1,DL,FAY,ATL,-4.0,331,-11.0,0
19340,2015,5,11,1,UA,DCA,ORD,-6.0,612,-27.0,0
19341,2015,5,11,1,US,SJC,PHX,-1.0,621,-3.0,0
19342,2015,5,11,1,US,DFW,PHL,-1.0,1303,3.0,0
19343,2015,5,11,1,WN,CMH,FLL,0.0,973,-16.0,0
19344,2015,5,11,1,WN,PIT,FLL,1.0,994,-15.0,0
19345,2015,5,11,1,EV,PIB,MEI,137.0,69,138.0,0
19346,2015,5,11,1,DL,MHT,ATL,-9.0,952,-19.0,0
19347,2015,5,11,1,WN,DCA,MDW,-3.0,601,-17.0,0
19348,2015,5,11,1,WN,ONT,SMF,-3.0,390,-3.0,0
19349,2015,5,11,1,UA,SNA,DEN,-9.0,846,0.0,0
19350,2015,5,11,1,UA,SFO,JFK,-6.0,2586,1.0,0
19351,2015,5,11,1,MQ,ORD,IND,,177,,1
19352,2015,5,11,1,DL,ECP,ATL,-4.0,240,-9.0,0
19353,2015,5,11,1,UA,IAH,DEN,16.0,862,34.0,0
19354,2015,5,11,1,US,CLT,SEA,1.0,2279,-12.0,0
19355,2015,5,11,1,EV,ORD,GRR,61.0,137,57.0,0
19356,2015,5,11,1,WN,BNA,DCA,-4.0,562,-16.0,0
19357,2015,5,11,1,AA,BOS,ORD,-7.0,867,-20.0,0
19358,2015,5,11,1,EV,EWR,ORF,2.0,284,,0
19359,2015,5,11,1,EV,LGA,BNA,-3.0,764,-13.0,0
19360,2015,5,11,1,WN,SFO,PHX,-5.0,651,-3.0,0
19361,2015,5,11,1,VX,LAX,DAL,0.0,1246,0.0,0
19362,2015,5,11,1,WN,MDW,BHM,-1.0,570,-10.0,0
19363,2015,5,11,1,DL,SEA,ATL,-5.0,2182,-24.0,0
19364,2015,5,11,1,UA,AUS,ORD,2.0,978,0.0,0
19365,2015,5,11,1,EV,MCI,ORD,-8.0,403,-5.0,0
19366,2015,5,11,1,B6,BUF,MCO,0.0,1011,-2.0,0
19367,2015,5,11,1,WN,BWI,TPA,-4.0,842,-18.0,0
19368,2015,5,11,1,MQ,ORD,RIC,2.0,642,3.0,0
19369,2015,5,11,1,DL,ATL,SAV,-3.0,214,-2.0,0
19370,2015,5,11,1,DL,ATL,DFW,5.0,731,2.0,0
19371,2015,5,11,1,MQ,ORD,LEX,-3.0,323,-7.0,0
19372,2015,5,11,1,AA,SNA,ORD,-1.0,1726,-12.0,0
19373,2015,5,11,1,UA,LAX,OGG,6.0,2486,12.0,0
19374,2015,5,11,1,AA,CLT,MIA,-5.0,650,-13.0,0
19375,2015,5,11,1,WN,DEN,ABQ,2.0,349,-4.0,0
19376,2015,5,11,1,UA,MSP,ORD,4.0,334,7.0,0
19377,2015,5,11,1,EV,DEN,SHV,24.0,792,10.0,0
19378,2015,5,11,1,DL,ATL,RDU,12.0,356,0.0,0
19379,2015,5,11,1,MQ,ORD,TUL,0.0,585,5.0,0
19380,2015,5,11,1,US,MCI,CLT,-5.0,808,-2.0,0
19381,2015,5,11,1,UA,SFO,LAS,14.0,414,12.0,0
19382,2015,5,11,1,VX,EWR,SFO,5.0,2565,2.0,0
19383,2015,5,11,1,WN,LAS,LAX,4.0,236,23.0,0
19384,2015,5,11,1,F9,DEN,IAH,92.0,862,109.0,0
19385,2015,5,11,1,HA,OGG,LIH,-3.0,201,0.0,0
19386,2015,5,11,1,WN,LAS,SNA,-5.0,226,-10.0,0
19387,2015,5,11,1,WN,PHX,MSY,-5.0,1300,-3.0,0
19388,2015,5,11,1,B6,LAS,LGB,-10.0,231,-18.0,0
